StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q2,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,PROLIFIC_PID,Group
2/12/2025 22:58,2/12/2025 23:01,IP Address,89.240.174.173,100,184,True,2/12/2025 23:01,R_2wkwJs6k8DXKCiZ,,,,,53.3858,-1.4616,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Probably yes,"Looks good, movements are smooth, if slow, design is sleak, and audio is clear.","Probably make it a bit faster, in movements and speech","Not really, no, barriers to entry are very high for a robot of this sort, whereas for screen-based computers it's close to non existent as nearly everyone already has one.",Neutral,,,,,,18,Male,Secondary,Moderately,Not at all,No,Slightly,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,I think it's all fine.,5ef3f7275e8e4e19b6081ab9,2
2/12/2025 22:56,2/12/2025 23:01,IP Address,2.102.24.141,100,337,True,2/12/2025 23:01,R_8J1UOPpkaZKAtep,,,,,53.4507,-2.3186,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,Definitely yes,it's very well designed and the voice has clarity.  ,maybe change the look so it doesn't resemble a microscope.  ,I think so. But at the result of negative impact on humanity.  ,Neutral,,,,,,,,,,,62,Male,University - Bachelors Degree,Moderately,Extremely,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,everything ok.  ,6347c42aae670afaf618bb62,1
2/12/2025 22:57,2/12/2025 23:01,IP Address,172.56.217.167,100,277,True,2/12/2025 23:01,R_7W6WESfeUZdm2oV,,,,,39.981,-75.1699,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once a month,No,,,,,,,,,,,Probably not,it moves efficiently and is able to read and react to the opponents moves,it’s loud and large and probably wouldn’t fit into people’s lifestyles ,no it’s clunky and large and would be too expensive,Definitely not,38,Female,Secondary,Not at all,Not at all,No,Not at all,Humans surpass machines,I prefer not to respond,I prefer not to respond,I prefer not to respond,Machines surpass humans,I prefer not to respond,I prefer not to respond,I prefer not to respond,I prefer not to respond,I prefer not to respond,I prefer not to respond,,60fed34dbf45cd5946139a8e,3
2/12/2025 22:54,2/12/2025 23:01,IP Address,80.47.206.33,100,454,True,2/12/2025 23:01,R_88Ai1Ll9i77p3YR,,,,,51.7639,-0.2236,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,1-3 days a week,No,,,,,,Definitely yes,It looks good and it also sounds great for learning.,No. It looks all good,"I do not think so. Why i said so is because it might be expensive to maintain or get so, not many people might not be able to afford it. But, we do not know what the future may bring.",Neutral,,,,,,27,Male,University - Bachelors Degree,Moderately,Moderately,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,I prefer not to respond,Machines surpass humans,I prefer not to respond,Machines surpass humans,"none, thanks",672502a5a0d327e22968fe51,2
2/12/2025 22:53,2/12/2025 23:01,IP Address,76.116.153.81,100,477,True,2/12/2025 23:01,R_5rjFMfjqBDDWk4J,,,,,40.7353,-74.0449,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,Yes,,,,,,Probably not,"Yes, it could help students learn interactively, making chess more engaging.","Improve speed, add voice instructions, and enhance AI difficulty levels for better learning.   ","Probably not fully. Screens offer more accessibility and analysis tools, but robots could complement learning by making it more interactive.        ",Probably yes,,,,,,59,Female,University - Bachelors Degree,Very,Very,No,Moderately,Machines surpass humans,Humans surpass machines,Machines surpass humans,I prefer not to respond,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,,665fad6a33f0031a4058cc26,2
2/12/2025 22:54,2/12/2025 23:01,IP Address,35.149.29.26,100,449,True,2/12/2025 23:01,R_5zZnxLMm5gTmCha,,,,,34.0038,-117.446,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,Probably yes,thats pretty amazing,no i do not have any recomendations.,i would imagine so because the lessons would be given on a real board rather than onscreen,Probably not,,,,,,36,Male,Primary,Very,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,thank youi,676e468736ae0c0d06bd4403,2
2/12/2025 22:56,2/12/2025 23:01,IP Address,90.213.129.207,100,343,True,2/12/2025 23:01,R_2IzJKpiro5McpuR,,,,,52.808,-2.1118,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,Definitely yes,robot explains properly and demonstrates reliability,Yes I would say a more human voice to sound more realistic. Also less background noise from robot.,Yes as there is a decline in teaching jobs and also students are not learning with some teachers,Probably yes,,,,,,,,,,,20,Female,Some University but no degree,Very,Slightly,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Machines surpass humans,Humans surpass machines,Humans surpass machines,,676adf9b2d8a4587f9c43751,1
2/12/2025 22:56,2/12/2025 23:01,IP Address,5.69.95.190,100,314,True,2/12/2025 23:01,R_2szfNwsCWzopt3B,,,,,52.2991,-0.6942,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Never,No,Probably yes,"Robotic voice may not be engaging, reliant on markers",Not being reliant on markers,"No, some students may not engage with a talking voice and instead learn by doing",Definitely not,,,,,,,,,,,29,Female,University - Bachelors Degree,Slightly,Slightly,No,Not at all,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,677447bda485d7dd50f6685c,1
2/12/2025 22:54,2/12/2025 23:01,IP Address,2.219.85.53,100,463,True,2/12/2025 23:01,R_8mKkGlKda02v0Bu,,,,,53.5635,-2.2239,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,Yes,,,,,,Probably yes,The technical quality of the robot seems very good. It's able to explain why it's making certain moves and does them easily.,"If it was used for teaching, instead of just saying what the move is and what the name of the strategy is, it should be more clear about why it would make certain moves. It could also give specific recommendations of tactical moves depending on what the opponent has done in their turn.","I think it would be very expensive to implement these robots, even in 10 years when they're inevitably cheaper. It's easier for people to pick up a computer and start learning chess than to find a robot like this to play with them. However, I think it would be able to improve quickly as it performs more matches and gains more varied training data.",Probably not,,,,,,24,Female,University - Bachelors Degree,Very,Extremely,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,,67768d5e8b0341abb0f7ef1f,2
2/12/2025 22:56,2/12/2025 23:02,IP Address,86.23.230.118,100,354,True,2/12/2025 23:02,R_23mBFKrau9dzj3K,,,,,53.9951,-1.1626,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Every day,No,Probably yes,Voice is clear and easy to understand.,"If it is for children in schools, some of the words used are too complex and difficult.",Yes because it is much easier to understand with a real-life scenario as an example.,Definitely yes,,,,,,,,,,,44,Female,Some University but no degree,Slightly,Very,No,Not at all,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,,67659f675138c37705b42224,1
2/12/2025 22:54,2/12/2025 23:02,IP Address,86.10.246.162,100,477,True,2/12/2025 23:02,R_8OCXI98XluohHDC,,,,,52.3325,-0.1844,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,About once every 2 weeks,No,,,,,,,,,,,Probably yes,I like the fact that it was able to differentiate the queen from the pawn,I don't like the noise it makes when moving/rotating,"Robots might add new, immersive experiences, but they’re unlikely to fully replace the simplicity and mass appeal of screen-based content",Probably yes,27,Male,University - Bachelors Degree,Very,Very,No,Moderately,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,,677406ac2c488f0e35bd8227,3
2/12/2025 22:56,2/12/2025 23:02,IP Address,162.157.57.105,100,339,True,2/12/2025 23:02,R_6fqftFb1dzyOaH4,,,,,51.1202,-113.9429,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,,,,,,,,,,,Probably not,The technical quality of the robot is positive because it operates in an efficient way.,I think if the robot were to show more emotion it would seem as if your talking to an actual human otherwise it shows that it is AI operated.,Yes I think robots will eventually replace entertainment because technology is advancing rapidly.,Probably not,21,Female,University - Bachelors Degree,Moderately,Not at all,No,Slightly,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Humans surpass machines,Humans surpass machines,I prefer not to respond,Machines surpass humans,Humans surpass machines,no comment,649e1386005223cdaee026de,3
2/12/2025 22:54,2/12/2025 23:02,IP Address,1.152.105.21,100,457,True,2/12/2025 23:02,R_4mEq9Jfymd2aSu4,,,,,-37.8024,144.9659,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,4-6 days a week,No,,,,,,Definitely yes,I like how it describes why it is making a certain move and the strategy behind the move.,Make the voice less robot like and more human. It makes a lot of noise when moving. It would be great if it could also answer chess questions.,"Yes, the use of the robot is more realistic and you can see it live in action. It's more interactive that screen based options.",Definitely yes,,,,,,42,Female,University - Bachelors Degree,Moderately,Moderately,No,Slightly,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,I think we are in a very interesting era with the development of AI. It will either help us to advance or be our downfall.,666d3a61776f5916f5d1751d,2
2/12/2025 22:55,2/12/2025 23:02,IP Address,86.8.115.98,100,376,True,2/12/2025 23:02,R_8B3P7hBf6gBtXRX,,,,,51.4769,-2.5534,anonymous,EN,1,I agree to participate and understand that my participation is voluntary,Yes,Less than once a month,No,,,,,,,,,,,Definitely not,It moves very smoothly but is quite chunky in its shape ,Maybe give it a more personal or softer design.,I can see it happening but I don’t think it will fully replace current entertainment as it is more accessible the way it is now. ,Definitely not,22,Female,Some University but no degree,Moderately,Slightly,No,Slightly,Humans surpass machines,Humans surpass machines,Humans surpass machines,Machines surpass humans,Machines surpass humans,Humans surpass machines,Machines surpass humans,Machines surpass humans,Machines surpass humans,Machines surpass humans,Humans surpass machines,,6655f13e04490671e36a8dcf,3
